operator,scenario,score,rank,in_top_k
锏,perturb_102,32.9514690287,47.0,False
阿米娅,perturb_102,76.0042182694,5.0,True
陈,perturb_102,17.3740630414,58.0,False
霍尔海雅,perturb_102,19.2484228153,57.0,False
黍,perturb_102,40.3827060038,41.0,False
Mon3tr,perturb_103,59.0273557582,24.0,False
W,perturb_103,60.390625,22.0,False
予愿安洁莉娜,perturb_103,72.4050394525,7.0,True
令,perturb_103,58.3309956928,27.0,False
伊芙利特,perturb_103,23.7857317393,55.0,False
余,perturb_103,25.4379935516,54.0,False
佩佩,perturb_103,42.2749745087,40.0,False
凛御银灰,perturb_103,77.7747746129,4.0,True
凯尔希,perturb_103,66.5049560042,16.0,False
凯尔希·思衡托,perturb_103,82.412260428,3.0,True
史尔特尔,perturb_103,65.9323310273,17.0,False
司霆惊蛰,perturb_103,45.9918950807,34.0,False
塑心,perturb_103,43.088860891,38.0,False
塞雷娅,perturb_103,75.6762401498,6.0,True
夕,perturb_103,21.5851558642,56.0,False
夜莺,perturb_103,15.8970790551,59.0,False
娜斯提,perturb_103,40.5131149238,41.0,False
年,perturb_103,15.600337924,60.0,False
幽灵鲨,perturb_103,44.5972106346,35.0,False
归溟幽灵鲨,perturb_103,50.5708995999,32.0,False
德克萨斯,perturb_103,56.3220581201,29.0,False
怒潮凛冬,perturb_103,29.8902900506,51.0,False
拉普兰德,perturb_103,39.6148426758,43.0,False
斩业星熊,perturb_103,62.7512843457,19.0,False
斯卡蒂,perturb_103,42.7494992764,39.0,False
新约能天使,perturb_103,93.9924817047,1.0,True
望,perturb_103,68.7447087545,13.0,False
棘刺,perturb_103,68.0642776224,14.0,False
死芒,perturb_103,60.1489490973,23.0,False
泥岩,perturb_103,58.4869728123,26.0,False
浊心斯卡蒂,perturb_103,70.0269126912,10.0,True
温蒂,perturb_103,43.412685227,37.0,False
焰狐龙梓兰,perturb_103,71.8905624636,8.0,True
煌,perturb_103,26.6777427071,53.0,False
玛恩纳,perturb_103,69.4839056011,11.0,False
真言,perturb_103,56.0055765857,30.0,False
纯烬艾雅法拉,perturb_103,56.9209478712,28.0,False
结城理,perturb_103,66.9388910329,15.0,False
维什戴尔,perturb_103,92.1494314683,2.0,True
维娜·维多利亚,perturb_103,58.9263100577,25.0,False
缄默德克萨斯,perturb_103,32.34470784,48.0,False
缇缇,perturb_103,37.1616134674,45.0,False
缪尔赛思,perturb_103,39.8008974002,42.0,False
能天使,perturb_103,68.9853021305,12.0,False
艾雅法拉,perturb_103,28.0544506856,52.0,False
荒芜拉普兰德,perturb_103,62.3641464363,20.0,False
诗怀雅,perturb_103,30.7672143707,50.0,False
谬因,perturb_103,34.9305608368,46.0,False
贝洛内,perturb_103,43.6782738597,36.0,False
赤刃明霄陈,perturb_103,70.2535692733,9.0,True
逻各斯,perturb_103,65.5918615667,18.0,False
酒神,perturb_103,60.8411406164,21.0,False
重岳,perturb_103,55.783351841,31.0,False
铃兰,perturb_103,32.1460691479,49.0,False
银灰,perturb_103,48.4202262704,33.0,False
锏,perturb_103,33.0090976239,47.0,False
阿米娅,perturb_103,75.9644988684,5.0,True
陈,perturb_103,17.084430588,58.0,False
霍尔海雅,perturb_103,19.45874059,57.0,False
黍,perturb_103,38.0588915337,44.0,False
Mon3tr,perturb_104,58.9757455556,25.0,False
W,perturb_104,60.390625,22.0,False
予愿安洁莉娜,perturb_104,74.5673850306,7.0,True
令,perturb_104,60.245225128,24.0,False
伊芙利特,perturb_104,22.9929994235,55.0,False
余,perturb_104,26.7978749811,54.0,False
佩佩,perturb_104,39.8992796675,42.0,False
凛御银灰,perturb_104,77.0954434675,4.0,True
凯尔希,perturb_104,65.1119319709,18.0,False
凯尔希·思衡托,perturb_104,81.7855744466,3.0,True
史尔特尔,perturb_104,67.7126038622,13.0,False
司霆惊蛰,perturb_104,44.2963441441,36.0,False
塑心,perturb_104,41.1880882823,39.0,False
塞雷娅,perturb_104,75.4033009804,6.0,True
夕,perturb_104,22.8098722556,56.0,False
夜莺,perturb_104,15.1231629687,60.0,False
娜斯提,perturb_104,37.6410951939,44.0,False
年,perturb_104,16.0610240186,59.0,False
幽灵鲨,perturb_104,47.0264564693,34.0,False
归溟幽灵鲨,perturb_104,53.0269221318,32.0,False
德克萨斯,perturb_104,58.9213561476,26.0,False
怒潮凛冬,perturb_104,28.4656588131,51.0,False
拉普兰德,perturb_104,41.0062883056,40.0,False
斩业星熊,perturb_104,60.4920849752,21.0,False
斯卡蒂,perturb_104,43.818452179,37.0,False
新约能天使,perturb_104,94.5634149976,1.0,True
望,perturb_104,67.2283034689,14.0,False
棘刺,perturb_104,66.3069331731,15.0,False
死芒,perturb_104,58.258606897,28.0,False
泥岩,perturb_104,58.611791288,27.0,False
浊心斯卡蒂,perturb_104,70.9105278105,10.0,True
温蒂,perturb_104,44.370443767,35.0,False
焰狐龙梓兰,perturb_104,71.5424306503,8.0,True
煌,perturb_104,28.1950867729,52.0,False
玛恩纳,perturb_104,69.1885364894,12.0,False
真言,perturb_104,54.4228637037,31.0,False
纯烬艾雅法拉,perturb_104,60.2887506504,23.0,False
结城理,perturb_104,65.2566828915,17.0,False
维什戴尔,perturb_104,92.3884349655,2.0,True
维娜·维多利亚,perturb_104,61.8531910266,20.0,False
缄默德克萨斯,perturb_104,34.5292688335,45.0,False
缇缇,perturb_104,33.8509747448,46.0,False
缪尔赛思,perturb_104,40.6027341784,41.0,False
能天使,perturb_104,69.856290023,11.0,False
艾雅法拉,perturb_104,27.4291121991,53.0,False
荒芜拉普兰德,perturb_104,61.9515652306,19.0,False
诗怀雅,perturb_104,29.91595652,50.0,False
谬因,perturb_104,32.2786633625,48.0,False
贝洛内,perturb_104,42.3070138028,38.0,False
赤刃明霄陈,perturb_104,71.3052795451,9.0,True
逻各斯,perturb_104,65.3382370699,16.0,False
酒神,perturb_104,57.3824442782,29.0,False
重岳,perturb_104,56.1797073607,30.0,False
铃兰,perturb_104,31.5994431445,49.0,False
银灰,perturb_104,47.5265592138,33.0,False
锏,perturb_104,32.8741026003,47.0,False
阿米娅,perturb_104,76.0575415924,5.0,True
陈,perturb_104,17.7628948083,58.0,False
霍尔海雅,perturb_104,18.966071059,57.0,False
黍,perturb_104,39.8231665285,43.0,False
Mon3tr,perturb_105,59.0123891739,25.0,False
W,perturb_105,60.390625,21.0,False
予愿安洁莉娜,perturb_105,73.0321039834,7.0,True
令,perturb_105,58.1223095433,27.0,False
伊芙利特,perturb_105,23.8721541145,55.0,False
余,perturb_105,25.8323493009,54.0,False
佩佩,perturb_105,41.5860402392,40.0,False
凛御银灰,perturb_105,77.5777735089,4.0,True
凯尔希,perturb_105,66.6568211966,15.0,False
凯尔希·思衡托,perturb_105,80.2466687891,3.0,True
史尔特尔,perturb_105,65.7382486064,17.0,False
司霆惊蛰,perturb_105,45.5001976094,34.0,False
塑心,perturb_105,42.5376506236,39.0,False
塞雷娅,perturb_105,75.7059955298,6.0,True
夕,perturb_105,21.4516392944,56.0,False
夜莺,perturb_105,15.9814501159,59.0,False
娜斯提,perturb_105,39.6802500372,42.0,False
年,perturb_105,15.5501146825,60.0,False
幽灵鲨,perturb_105,44.332378243,35.0,False
归溟幽灵鲨,perturb_105,51.283128317,32.0,False
德克萨斯,perturb_105,56.0386869176,29.0,False
怒潮凛冬,perturb_105,29.4771573267,51.0,False
拉普兰德,perturb_105,39.4631495582,43.0,False
斩业星熊,perturb_105,62.0961329176,19.0,False
斯卡蒂,perturb_105,42.6329637864,38.0,False
新约能天使,perturb_105,94.5203549277,1.0,True
望,perturb_105,68.3049622225,13.0,False
棘刺,perturb_105,68.2558604284,14.0,False
死芒,perturb_105,59.6007635727,24.0,False
泥岩,perturb_105,58.4733653071,26.0,False
浊心斯卡蒂,perturb_105,69.9305824219,10.0,True
温蒂,perturb_105,43.3082719637,36.0,False
焰狐龙梓兰,perturb_105,71.7896067633,8.0,True
煌,perturb_105,26.5123243488,53.0,False
玛恩纳,perturb_105,69.5161062567,11.0,False
真言,perturb_105,55.5466013317,31.0,False
纯烬艾雅法拉,perturb_105,57.8975862455,28.0,False
结城理,perturb_105,66.4510628755,16.0,False
维什戴尔,perturb_105,92.1233756995,2.0,True
维娜·维多利亚,perturb_105,59.7750843056,23.0,False
缄默德克萨斯,perturb_105,32.9782146803,48.0,False
缇缇,perturb_105,36.2015522549,45.0,False
缪尔赛思,perturb_105,39.9705454995,41.0,False
能天使,perturb_105,68.8903484607,12.0,False
艾雅法拉,perturb_105,28.1226240605,52.0,False
荒芜拉普兰德,perturb_105,61.4897872169,20.0,False
诗怀雅,perturb_105,30.8600171036,50.0,False
谬因,perturb_105,34.1615298074,46.0,False
贝洛内,perturb_105,43.280618391,37.0,False
赤刃明霄陈,perturb_105,70.5585576225,9.0,True
逻各斯,perturb_105,65.6195112928,18.0,False
酒神,perturb_105,59.8381437694,22.0,False
重岳,perturb_105,55.8982920664,30.0,False
铃兰,perturb_105,32.2056614172,49.0,False
银灰,perturb_105,48.5176523853,33.0,False
锏,perturb_105,33.0238145597,47.0,False
阿米娅,perturb_105,75.9543555035,5.0,True
陈,perturb_105,17.0104655328,58.0,False
霍尔海雅,perturb_105,19.5124506132,57.0,False
黍,perturb_105,38.8574426084,44.0,False
Mon3tr,perturb_106,58.9638011243,26.0,False
W,perturb_106,60.390625,23.0,False
予愿安洁莉娜,perturb_106,75.0678284857,7.0,True
令,perturb_106,60.8812664999,22.0,False
伊芙利特,perturb_106,22.7295981089,56.0,False
余,perturb_106,27.1125997724,54.0,False
佩佩,perturb_106,39.3494596265,43.0,False
凛御银灰,perturb_106,76.9382221477,4.0,True
凯尔希,perturb_106,64.6490716153,18.0,False
凯尔希·思衡托,perturb_106,81.99736436,3.0,True
史尔特尔,perturb_106,68.3041354494,13.0,False
司霆惊蛰,perturb_106,43.9039335241,37.0,False
塑心,perturb_106,40.7481820892,41.0,False
塞雷娅,perturb_106,75.3126114317,6.0,True
夕,perturb_106,23.2168089997,55.0,False
夜莺,perturb_106,14.8660137262,60.0,False
娜斯提,perturb_106,36.9764079714,44.0,False
年,perturb_106,16.2140962732,59.0,False
幽灵鲨,perturb_106,47.8336224364,33.0,False
归溟幽灵鲨,perturb_106,53.5953328493,32.0,False
德克萨斯,perturb_106,59.7850253885,25.0,False
怒潮凛冬,perturb_106,28.1359486197,52.0,False
拉普兰德,perturb_106,41.4686242048,39.0,False
斩业星熊,perturb_106,59.9692261176,24.0,False
斯卡蒂,perturb_106,44.1736333596,36.0,False
新约能天使,perturb_106,94.6317096906,1.0,True
望,perturb_106,66.8773535061,14.0,False
棘刺,perturb_106,65.7230200048,15.0,False
死芒,perturb_106,57.8211146703,28.0,False
泥岩,perturb_106,58.6532647463,27.0,False
浊心斯卡蒂,perturb_106,71.2041267712,10.0,True
温蒂,perturb_106,44.6886783759,35.0,False
焰狐龙梓兰,perturb_106,71.4618606021,9.0,True
煌,perturb_106,28.6992549689,51.0,False
玛恩纳,perturb_106,69.0903941395,12.0,False
真言,perturb_106,54.0565678114,31.0,False
纯烬艾雅法拉,perturb_106,61.0681796536,21.0,False
结城理,perturb_106,64.8673602675,17.0,False
维什戴尔,perturb_106,92.4678487022,2.0,True
维娜·维多利亚,perturb_106,62.5305750855,19.0,False
缄默德克萨斯,perturb_106,35.0348537235,45.0,False
缇缇,perturb_106,33.0847755316,46.0,False
缪尔赛思,perturb_106,40.798974778,40.0,False
能天使,perturb_106,70.1456933327,11.0,False
艾雅法拉,perturb_106,27.2213308635,53.0,False
荒芜拉普兰德,perturb_106,61.9913198898,20.0,False
诗怀雅,perturb_106,29.6331089151,50.0,False
谬因,perturb_106,31.6649202366,48.0,False
贝洛内,perturb_106,41.9896555935,38.0,False
赤刃明霄陈,perturb_106,71.5486826012,8.0,True
逻各斯,perturb_106,65.2539652111,16.0,False
酒神,perturb_106,56.5819792818,29.0,False
重岳,perturb_106,56.2714380849,30.0,False
铃兰,perturb_106,31.4178156203,49.0,False
银灰,perturb_106,47.2296202941,34.0,False
锏,perturb_106,32.8292477786,47.0,False
阿米娅,perturb_106,76.0884569157,5.0,True
陈,perturb_106,17.9883282415,58.0,False
霍尔海雅,perturb_106,18.802371662,57.0,False
黍,perturb_106,40.1555200981,42.0,False
Mon3tr,perturb_107,58.9463976982,26.0,False
W,perturb_107,60.390625,24.0,False
予愿安洁莉娜,perturb_107,75.796990929,6.0,True
令,perturb_107,62.9405259302,20.0,False
伊芙利特,perturb_107,21.8768050911,56.0,False
余,perturb_107,27.5711640629,53.0,False
佩佩,perturb_107,38.5483538863,43.0,False
凛御银灰,perturb_107,76.7091455548,4.0,True
凯尔希,perturb_107,63.1505062792,19.0,False
凯尔希·思衡托,perturb_107,83.1356973268,3.0,True
史尔特尔,perturb_107,70.2192891693,12.0,False
司霆惊蛰,perturb_107,43.3321784465,37.0,False
塑心,perturb_107,40.1072244117,42.0,False
塞雷娅,perturb_107,75.018993254,7.0,True
夕,perturb_107,24.534315006,55.0,False
夜莺,perturb_107,14.0334625338,60.0,False
娜斯提,perturb_107,36.0079369995,44.0,False
年,perturb_107,16.7096858651,59.0,False
幽灵鲨,perturb_107,50.4469180536,33.0,False
归溟幽灵鲨,perturb_107,54.4235258118,31.0,False
德克萨斯,perturb_107,62.5812570611,21.0,False
怒潮凛冬,perturb_107,27.6555501096,52.0,False
拉普兰德,perturb_107,42.9654915512,38.0,False
斩业星熊,perturb_107,59.2074037015,25.0,False
斯卡蒂,perturb_107,45.3235745864,36.0,False
新约能天使,perturb_107,94.5974517067,1.0,True
望,perturb_107,66.3660079588,14.0,False
棘刺,perturb_107,63.8325318204,17.0,False
死芒,perturb_107,57.1836742208,28.0,False
泥岩,perturb_107,58.7875399896,27.0,False
浊心斯卡蒂,perturb_107,72.1546882524,8.0,True
温蒂,perturb_107,45.7190006922,35.0,False
焰狐龙梓兰,perturb_107,71.3444674129,10.0,True
煌,perturb_107,30.331559341,50.0,False
玛恩纳,perturb_107,68.7726466336,13.0,False
真言,perturb_107,53.5228627442,32.0,False
纯烬艾雅法拉,perturb_107,62.2038331439,23.0,False
结城理,perturb_107,64.3001045009,16.0,False
维什戴尔,perturb_107,92.7249600999,2.0,True
维娜·维多利亚,perturb_107,63.5175457622,18.0,False
缄默德克萨斯,perturb_107,35.7715074054,45.0,False
缇缇,perturb_107,31.968398277,47.0,False
缪尔赛思,perturb_107,41.1585322518,40.0,False
能天使,perturb_107,71.0826708957,11.0,False
艾雅法拉,perturb_107,26.5486141287,54.0,False
荒芜拉普兰德,perturb_107,62.3581227734,22.0,False
诗怀雅,perturb_107,28.7173562241,51.0,False
谬因,perturb_107,30.7706764758,49.0,False
贝洛内,perturb_107,41.5272543273,39.0,False
赤刃明霄陈,perturb_107,71.9033287961,9.0,True
逻各斯,perturb_107,64.9811250661,15.0,False
酒神,perturb_107,55.4156756631,30.0,False
重岳,perturb_107,56.4050927431,29.0,False
铃兰,perturb_107,30.8297749541,48.0,False
银灰,perturb_107,46.2682452992,34.0,False
锏,perturb_107,32.6840249697,46.0,False
阿米娅,perturb_107,76.188548944,5.0,True
陈,perturb_107,18.7181957371,57.0,False
霍尔海雅,perturb_107,18.2723754354,58.0,False
黍,perturb_107,40.1255010786,41.0,False
Mon3tr,perturb_108,58.9050382064,25.0,False
W,perturb_108,60.390625,24.0,False
予愿安洁莉娜,perturb_108,77.5298559333,4.0,True
令,perturb_108,63.6917819928,18.0,False
伊芙利特,perturb_108,21.5656903693,56.0,False
余,perturb_108,28.6609486759,50.0,False
佩佩,perturb_108,36.6445146052,44.0,False
凛御银灰,perturb_108,76.1647417462,6.0,True
凯尔希,perturb_108,62.6038018294,22.0,False
凯尔希·思衡托,perturb_108,81.5275347793,3.0,True
史尔特尔,perturb_108,70.917972794,12.0,False
司霆惊蛰,perturb_108,41.9733943045,38.0,False
塑心,perturb_108,38.5839792987,42.0,False
塞雷娅,perturb_108,74.9118758929,7.0,True
夕,perturb_108,25.0149656517,55.0,False
夜莺,perturb_108,13.7297324055,60.0,False
娜斯提,perturb_108,33.7063518451,45.0,False
年,perturb_108,16.890486147,59.0,False
幽灵鲨,perturb_108,51.4002968009,33.0,False
归溟幽灵鲨,perturb_108,56.3917382651,29.0,False
德克萨斯,perturb_108,63.6013742768,19.0,False
怒潮凛冬,perturb_108,26.5138761605,53.0,False
拉普兰德,perturb_108,43.5115765429,37.0,False
斩业星熊,perturb_108,57.3969218032,27.0,False
斯卡蒂,perturb_108,45.7430944903,36.0,False
新约能天使,perturb_108,95.2096505172,1.0,True
望,perturb_108,65.1507879318,15.0,False
棘刺,perturb_108,63.1428466409,20.0,False
死芒,perturb_108,55.6687878501,30.0,False
泥岩,perturb_108,58.8365260907,26.0,False
浊心斯卡蒂,perturb_108,72.5014707244,9.0,True
温蒂,perturb_108,46.0948813972,34.0,False
焰狐龙梓兰,perturb_108,71.0654808151,11.0,False
煌,perturb_108,30.9270542736,47.0,False
玛恩纳,perturb_108,68.6567264457,13.0,False
真言,perturb_108,52.2545049975,32.0,False
纯烬艾雅法拉,perturb_108,64.9027299513,16.0,False
结城理,perturb_108,62.9520130359,21.0,False
维什戴尔,perturb_108,92.8187591101,2.0,True
维娜·维多利亚,perturb_108,65.8630957308,14.0,False
缄默德克萨斯,perturb_108,37.5221754455,43.0,False
缇缇,perturb_108,29.3153117203,49.0,False
缪尔赛思,perturb_108,41.7135029888,40.0,False
能天使,perturb_108,71.4244977022,10.0,True
艾雅法拉,perturb_108,26.3031945774,54.0,False
荒芜拉普兰德,perturb_108,61.6248073283,23.0,False
诗怀雅,perturb_108,28.3832726449,52.0,False
谬因,perturb_108,28.645493353,51.0,False
贝洛内,perturb_108,40.4283510861,41.0,False
赤刃明霄陈,perturb_108,72.7461505648,8.0,True
逻各斯,perturb_108,64.8815879169,17.0,False
酒神,perturb_108,52.643938386,31.0,False
重岳,perturb_108,56.7227249553,28.0,False
铃兰,perturb_108,30.6152468043,48.0,False
银灰,perturb_108,45.9175178567,35.0,False
锏,perturb_108,32.6310449935,46.0,False
阿米娅,perturb_108,76.2250643737,5.0,True
陈,perturb_108,18.9844649467,57.0,False
霍尔海雅,perturb_108,18.0790229746,58.0,False
黍,perturb_108,41.9329209393,39.0,False
Mon3tr,perturb_109,58.9483395807,26.0,False
W,perturb_109,60.390625,24.0,False
予愿安洁莉娜,perturb_109,75.7156306401,6.0,True
令,perturb_109,62.2034196853,20.0,False
伊芙利特,perturb_109,22.1820600045,56.0,False
余,perturb_109,27.5199972434,53.0,False
佩佩,perturb_109,38.6377416422,43.0,False
凛御银灰,perturb_109,76.7347060289,4.0,True
凯尔希,perturb_109,63.6869136165,18.0,False
凯尔希·思衡托,perturb_109,81.8445750363,3.0,True
史尔特尔,perturb_109,69.5337651668,12.0,False
司霆惊蛰,perturb_109,43.3959751474,37.0,False
塑心,perturb_109,40.1787427713,42.0,False
塞雷娅,perturb_109,75.1240930725,7.0,True
夕,perturb_109,24.0627173575,55.0,False
夜莺,perturb_109,14.3314719415,60.0,False
娜斯提,perturb_109,36.1159994467,44.0,False
年,perturb_109,16.5322909348,59.0,False
幽灵鲨,perturb_109,49.5114960806,33.0,False
归溟幽灵鲨,perturb_109,54.3311156509,31.0,False
德克萨斯,perturb_109,61.5803536306,23.0,False
怒潮凛冬,perturb_109,27.7091532017,52.0,False
拉普兰德,perturb_109,42.4296920047,38.0,False
斩业星熊,perturb_109,59.2924082055,25.0,False
斯卡蒂,perturb_109,44.9119562895,36.0,False
新约能天使,perturb_109,94.7912096169,1.0,True
望,perturb_109,66.4230641358,14.0,False
棘刺,perturb_109,64.5092268625,16.0,False
死芒,perturb_109,57.2548001264,28.0,False
泥岩,perturb_109,58.7394765358,27.0,False
浊心斯卡蒂,perturb_109,71.8144373867,9.0,True
温蒂,perturb_109,45.350199655,35.0,False
焰狐龙梓兰,perturb_109,71.3575662003,10.0,True
煌,perturb_109,29.7472804839,50.0,False
玛恩纳,perturb_109,68.8863834787,13.0,False
真言,perturb_109,53.582413807,32.0,False
纯烬艾雅法拉,perturb_109,62.0771163926,21.0,False
结城理,perturb_109,64.3633991666,17.0,False
维什戴尔,perturb_109,92.6329277828,2.0,True
维娜·维多利亚,perturb_109,63.4074191092,19.0,False
缄默德克萨斯,perturb_109,35.6893112406,45.0,False
